Date	Hour	Cluster
2012-06-07	10	8
2012-06-08	10	8
2012-06-09	10	8
2012-06-10	10	20
2012-06-11	10	20
2012-06-12	10	20
2012-06-13	10	8
2012-06-14	10	8
2012-06-15	10	8
2012-06-16	10	20
2012-06-17	10	20
2012-06-18	10	8
2012-06-19	10	8
2012-06-20	10	8
2012-06-21	10	8
2012-06-22	10	8
2012-06-23	10	20
2012-06-24	10	20
2012-06-25	10	8
2012-06-26	10	8
2012-06-27	10	8
2012-06-28	10	8
2012-06-29	10	8
2012-06-30	10	20
2012-07-01	10	22
2012-07-02	10	10
2012-07-03	10	10
2012-07-04	10	10
2012-07-05	10	10
2012-07-06	10	10
2012-07-07	10	22
2012-07-08	10	22
2012-07-09	10	10
2012-07-10	10	10
2012-07-11	10	10
2012-07-12	10	10
2012-07-13	10	10
2012-07-14	10	22
2012-07-15	10	22
2012-07-16	10	10
2012-07-17	10	10
2012-07-18	10	10
2012-07-19	10	10
2012-07-20	10	10
2012-07-21	10	22
2012-07-22	10	22
2012-07-23	10	10
2012-07-24	10	10
2012-07-25	10	10
2012-07-26	10	10
2012-07-27	10	10
2012-07-28	10	22
2012-07-29	10	22
2012-07-30	10	10
2012-07-31	10	10
2012-08-01	10	10
2012-08-02	10	10
2012-08-03	10	10
2012-08-04	10	22
2012-08-05	10	22
2012-08-06	10	10
2012-08-07	10	10
2012-08-08	10	10
2012-08-09	10	10
2012-08-10	10	10
2012-08-11	10	22
2012-08-12	10	22
2012-08-13	10	10
2012-08-14	10	10
2012-08-15	10	10
2012-08-16	10	10
2012-08-17	10	10
2012-08-18	10	22
2012-08-19	10	22
2012-08-20	10	10
2012-08-21	10	10
2012-08-22	10	10
2012-08-23	10	10
2012-08-24	10	10
2012-08-25	10	22
2012-08-26	10	22
2012-08-27	10	10
2012-08-28	10	10
2012-08-29	10	10
2012-08-30	10	10
2012-08-31	10	10
2012-09-01	10	24
2012-09-02	10	24
2012-09-03	10	12
2012-09-04	10	12
2012-09-05	10	12
2012-09-06	10	12
2012-09-07	10	12
2012-09-08	10	24
2012-09-09	10	24
2012-09-10	10	12
2012-09-11	10	12
2012-09-12	10	12
2012-09-13	10	12
2012-09-14	10	12
2012-09-15	10	24
2012-09-16	10	24
2012-09-17	10	12
2012-09-18	10	12
2012-09-19	10	12
2012-09-20	10	12
2012-09-21	10	12
2012-09-22	10	24
2012-09-23	10	24
2012-09-24	10	12
2012-09-25	10	12
2012-09-26	10	12
2012-09-27	10	12
2012-09-28	10	12
2012-09-29	10	24
2012-09-30	10	24
2012-10-01	10	12
2012-10-02	10	12
2012-10-03	10	12
2012-10-04	10	12
2012-10-05	10	12
2012-10-06	10	24
2012-10-07	10	24
2012-10-08	10	12
2012-10-09	10	12
2012-10-10	10	12
2012-10-11	10	12
2012-10-12	10	12
2012-10-13	10	24
2012-10-14	10	24
2012-10-15	10	12
2012-10-16	10	12
2012-10-17	10	6
2012-10-18	10	6
2012-10-19	10	6
2012-10-20	10	18
2012-10-21	10	18
2012-10-22	10	6
2012-10-23	10	6
2012-10-24	10	6
2012-10-25	10	6
2012-10-26	10	6
2012-10-27	10	18
2012-10-28	10	18
2012-10-29	10	6
2012-10-30	10	6
2012-10-31	10	6
2012-11-01	10	6
2012-11-02	10	6
2012-11-03	10	18
2012-11-04	10	18
2012-11-05	10	18
2012-11-06	10	6
2012-11-07	10	6
2012-11-08	10	6
2012-11-09	10	6
2012-11-10	10	17
2012-11-11	10	17
2012-11-12	10	5
2012-11-13	10	6
2012-11-14	10	6
2012-11-15	10	6
2012-11-16	10	6
2012-11-17	10	17
2012-11-18	10	17
2012-11-19	10	5
2012-11-20	10	6
2012-11-21	10	6
2012-11-22	10	6
2012-11-23	10	6
2012-11-24	10	17
2012-11-25	10	17
2012-11-26	10	5
2012-11-27	10	5
2012-11-28	10	4
2012-11-29	10	4
2012-11-30	10	4
2012-12-01	10	16
2012-12-02	10	17
2012-12-03	10	5
2012-12-04	10	5
2012-12-05	10	5
2012-12-06	10	5
2012-12-07	10	5
2012-12-08	10	16
2012-12-09	10	16
2012-12-10	10	4
2012-12-11	10	3
2012-12-12	10	3
2012-12-13	10	3
2012-12-14	10	3
2012-12-15	10	14
2012-12-16	10	14
2012-12-17	10	2
2012-12-18	10	2
2012-12-19	10	1
2012-12-20	10	1
2012-12-21	10	1
2012-12-22	10	13
2012-12-23	10	13
2012-12-24	10	1
2012-12-25	10	2
2012-12-26	10	3
2012-12-27	10	4
2012-12-28	10	5
2012-12-29	10	4
2012-12-30	10	16
2012-12-31	10	16
2012-01-01	11	17
2012-01-02	11	16
2012-01-03	11	16
2012-01-04	11	16
2012-01-05	11	16
2012-01-06	11	17
2012-01-07	11	17
2012-01-08	11	17
2012-01-09	11	16
2012-01-10	11	4
2012-01-11	11	4
2012-01-12	11	4
2012-01-13	11	4
2012-01-14	11	16
2012-01-15	11	17
2012-01-16	11	4
2012-01-17	11	4
2012-01-18	11	4
2012-01-19	11	3
2012-01-20	11	3
2012-01-21	11	15
2012-01-22	11	15
2012-01-23	11	3
2012-01-24	11	2
2012-01-25	11	2
2012-01-26	11	2
2012-01-27	11	2
2012-01-28	11	14
2012-01-29	11	14
2012-01-30	11	2
2012-01-31	11	1
2012-02-01	11	1
2012-02-02	11	1
2012-02-03	11	1
2012-02-04	11	14
2012-02-05	11	14
2012-02-06	11	2
2012-02-07	11	2
2012-02-08	11	2
2012-02-09	11	2
2012-02-10	11	2
2012-02-11	11	14
2012-02-12	11	14
2012-02-13	11	2
2012-02-14	11	2
2012-02-15	11	3
2012-02-16	11	3
2012-02-17	11	3
2012-02-18	11	15
2012-02-19	11	15
2012-02-20	11	3
2012-02-21	11	4
2012-02-22	11	4
2012-02-23	11	16
2012-02-24	11	5
2012-02-25	11	17
2012-02-26	11	16
2012-02-27	11	4
2012-02-28	11	4
2012-02-29	11	4
2012-03-01	11	5
2012-03-02	11	5
2012-03-03	11	17
2012-03-04	11	17
2012-03-05	11	4
2012-03-06	11	4
2012-03-07	11	4
2012-03-08	11	16
2012-03-09	11	16
2012-03-10	11	16
2012-03-11	11	4
2012-03-12	11	4
2012-03-13	11	4
2012-03-14	11	5
2012-03-15	11	4
2012-03-16	11	4
2012-03-17	11	17
2012-03-18	11	17
2012-03-19	11	5
2012-03-20	11	6
2012-03-21	11	6
2012-03-22	11	5
2012-03-23	11	5
2012-03-24	11	17
2012-03-25	11	17
2012-03-26	11	5
2012-03-27	11	5
2012-03-28	11	5
2012-03-29	11	5
2012-03-30	11	5
2012-03-31	11	18
2012-04-01	11	18
2012-04-02	11	6
2012-04-03	11	6
2012-04-04	11	6
2012-04-05	11	6
2012-04-06	11	6
2012-04-07	11	18
2012-04-08	11	18
2012-04-09	11	6
2012-04-10	11	6
2012-04-11	11	6
2012-04-12	11	6
2012-04-13	11	6
2012-04-14	11	18
2012-04-15	11	19
2012-04-16	11	7
2012-04-17	11	7
2012-04-18	11	7
2012-04-19	11	7
2012-04-20	11	7
2012-04-21	11	19
2012-04-22	11	19
2012-04-23	11	7
2012-04-24	11	7
2012-04-25	11	7
2012-04-26	11	7
2012-04-27	11	7
2012-04-28	11	7
2012-04-29	11	19
2012-04-30	11	19
2012-05-01	11	19
2012-05-02	11	7
2012-05-03	11	7
2012-05-04	11	7
2012-05-05	11	7
2012-05-06	11	19
2012-05-07	11	7
2012-05-08	11	7
2012-05-09	11	7
2012-05-10	11	7
2012-05-11	11	7
2012-05-12	11	19
2012-05-13	11	19
2012-05-14	11	7
2012-05-15	11	8
2012-05-16	11	8
2012-05-17	11	8
2012-05-18	11	8
2012-05-19	11	20
2012-05-20	11	20
2012-05-21	11	8
2012-05-22	11	8
2012-05-23	11	8
2012-05-24	11	8
2012-05-25	11	8
2012-05-26	11	20
2012-05-27	11	20
2012-05-28	11	8
2012-05-29	11	8
2012-05-30	11	8
2012-05-31	11	8
2012-06-01	11	8
2012-06-02	11	20
2012-06-03	11	20
2012-06-04	11	8
2012-06-05	11	8
2012-06-06	11	8
2012-06-07	11	8
2012-06-08	11	8
2012-06-09	11	8
2012-06-10	11	20
2012-06-11	11	20
2012-06-12	11	20
2012-06-13	11	8
2012-06-14	11	8
2012-06-15	11	8
2012-06-16	11	20
2012-06-17	11	20
2012-06-18	11	8
2012-06-19	11	8
2012-06-20	11	8
2012-06-21	11	8
2012-06-22	11	8
2012-06-23	11	20
2012-06-24	11	20
2012-06-25	11	8
2012-06-26	11	8
2012-06-27	11	8
2012-06-28	11	8
2012-06-29	11	8
2012-06-30	11	20
2012-07-01	11	22
2012-07-02	11	10
2012-07-03	11	10
2012-07-04	11	10
2012-07-05	11	10
2012-07-06	11	10
2012-07-07	11	22
2012-07-08	11	22
2012-07-09	11	10
2012-07-10	11	10
2012-07-11	11	10
2012-07-12	11	10
2012-07-13	11	10
2012-07-14	11	22
2012-07-15	11	22
2012-07-16	11	10
2012-07-17	11	10
2012-07-18	11	10
2012-07-19	11	10
2012-07-20	11	10
2012-07-21	11	22
2012-07-22	11	22
2012-07-23	11	10
2012-07-24	11	10
2012-07-25	11	10
2012-07-26	11	10
2012-07-27	11	10
2012-07-28	11	22
2012-07-29	11	22
2012-07-30	11	10
2012-07-31	11	10
2012-08-01	11	10
2012-08-02	11	10
2012-08-03	11	10
2012-08-04	11	22
2012-08-05	11	22
2012-08-06	11	10
2012-08-07	11	10
2012-08-08	11	10
2012-08-09	11	10
2012-08-10	11	10
2012-08-11	11	22
2012-08-12	11	22
2012-08-13	11	10
2012-08-14	11	10
2012-08-15	11	10
2012-08-16	11	10
2012-08-17	11	10
2012-08-18	11	22
2012-08-19	11	22
2012-08-20	11	10
2012-08-21	11	10
2012-08-22	11	10
2012-08-23	11	10
2012-08-24	11	10
2012-08-25	11	22
2012-08-26	11	22
2012-08-27	11	10
2012-08-28	11	10
2012-08-29	11	10
2012-08-30	11	10
2012-08-31	11	10
2012-09-01	11	24
2012-09-02	11	24
2012-09-03	11	12
2012-09-04	11	12
2012-09-05	11	12
2012-09-06	11	12
2012-09-07	11	12
2012-09-08	11	24
2012-09-09	11	24
2012-09-10	11	12
2012-09-11	11	12
2012-09-12	11	12
2012-09-13	11	12
2012-09-14	11	12
2012-09-15	11	24
2012-09-16	11	24
2012-09-17	11	12
2012-09-18	11	12
2012-09-19	11	12
2012-09-20	11	12
2012-09-21	11	12
2012-09-22	11	24
2012-09-23	11	24
2012-09-24	11	12
2012-09-25	11	12
2012-09-26	11	12
2012-09-27	11	12
2012-09-28	11	12
2012-09-29	11	24
2012-09-30	11	24
2012-10-01	11	12
2012-10-02	11	12
2012-10-03	11	12
2012-10-04	11	12
2012-10-05	11	12
2012-10-06	11	24
2012-10-07	11	24
2012-10-08	11	12
2012-10-09	11	12
2012-10-10	11	12
2012-10-11	11	12
2012-10-12	11	12
2012-10-13	11	24
2012-10-14	11	24
2012-10-15	11	12
2012-10-16	11	12
2012-10-17	11	6
2012-10-18	11	6
2012-10-19	11	6
2012-10-20	11	18
2012-10-21	11	18
2012-10-22	11	6
2012-10-23	11	6
2012-10-24	11	6
2012-10-25	11	6
2012-10-26	11	6
2012-10-27	11	18
2012-10-28	11	18
2012-10-29	11	6
2012-10-30	11	6
2012-10-31	11	6
2012-11-01	11	6
2012-11-02	11	6
2012-11-03	11	18
2012-11-04	11	18
2012-11-05	11	18
2012-11-06	11	6
2012-11-07	11	6
2012-11-08	11	6
2012-11-09	11	6
2012-11-10	11	17
2012-11-11	11	17
2012-11-12	11	5
2012-11-13	11	6
2012-11-14	11	6
2012-11-15	11	6
2012-11-16	11	6
2012-11-17	11	17
2012-11-18	11	17
2012-11-19	11	5
2012-11-20	11	6
2012-11-21	11	6
2012-11-22	11	6
2012-11-23	11	6
2012-11-24	11	17
2012-11-25	11	17
2012-11-26	11	5
2012-11-27	11	5
2012-11-28	11	4
2012-11-29	11	4
2012-11-30	11	4
2012-12-01	11	16
2012-12-02	11	17
2012-12-03	11	5
2012-12-04	11	5
2012-12-05	11	5
2012-12-06	11	5
2012-12-07	11	5
2012-12-08	11	16
2012-12-09	11	16
2012-12-10	11	4
2012-12-11	11	3
2012-12-12	11	3
2012-12-13	11	3
2012-12-14	11	3
2012-12-15	11	14
2012-12-16	11	14
2012-12-17	11	2
2012-12-18	11	2
2012-12-19	11	1
2012-12-20	11	1
2012-12-21	11	1
2012-12-22	11	13
2012-12-23	11	13
2012-12-24	11	1
2012-12-25	11	2
2012-12-26	11	3
2012-12-27	11	4
2012-12-28	11	5
2012-12-29	11	4
2012-12-30	11	16
2012-12-31	11	16
2012-01-01	12	17
2012-01-02	12	16
2012-01-03	12	16
2012-01-04	12	16
2012-01-05	12	16
2012-01-06	12	17
2012-01-07	12	17
2012-01-08	12	17
2012-01-09	12	16
2012-01-10	12	4
2012-01-11	12	4
2012-01-12	12	4
2012-01-13	12	4
2012-01-14	12	16
2012-01-15	12	17
2012-01-16	12	4
2012-01-17	12	4
2012-01-18	12	4
2012-01-19	12	3
2012-01-20	12	3
2012-01-21	12	15
2012-01-22	12	15
2012-01-23	12	3
2012-01-24	12	2
2012-01-25	12	2
2012-01-26	12	2
2012-01-27	12	2
2012-01-28	12	14
2012-01-29	12	14
2012-01-30	12	2
2012-01-31	12	1
2012-02-01	12	1
2012-02-02	12	1
2012-02-03	12	1
2012-02-04	12	14
2012-02-05	12	14
2012-02-06	12	2
2012-02-07	12	2
2012-02-08	12	2
2012-02-09	12	2
2012-02-10	12	2
2012-02-11	12	14
2012-02-12	12	14
2012-02-13	12	2
2012-02-14	12	2
2012-02-15	12	3
2012-02-16	12	3
2012-02-17	12	3
2012-02-18	12	15
2012-02-19	12	15
2012-02-20	12	3
2012-02-21	12	4
2012-02-22	12	4
2012-02-23	12	16
2012-02-24	12	5
2012-02-25	12	17
2012-02-26	12	16
2012-02-27	12	4
2012-02-28	12	4
2012-02-29	12	4
2012-03-01	12	5
2012-03-02	12	5
2012-03-03	12	17
2012-03-04	12	17
2012-03-05	12	4
2012-03-06	12	4
2012-03-07	12	4
2012-03-08	12	16
2012-03-09	12	16
2012-03-10	12	16
2012-03-11	12	4
2012-03-12	12	4
2012-03-13	12	4
2012-03-14	12	5
2012-03-15	12	4
2012-03-16	12	4
2012-03-17	12	17
2012-03-18	12	17
2012-03-19	12	5
2012-03-20	12	6
2012-03-21	12	6
2012-03-22	12	5
2012-03-23	12	5
2012-03-24	12	17
2012-03-25	12	17
2012-03-26	12	5
2012-03-27	12	5
2012-03-28	12	5
2012-03-29	12	5
2012-03-30	12	5
2012-03-31	12	18
2012-04-01	12	18
2012-04-02	12	6
2012-04-03	12	6
2012-04-04	12	6
2012-04-05	12	6
2012-04-06	12	6
2012-04-07	12	18
2012-04-08	12	18
2012-04-09	12	6
2012-04-10	12	6
2012-04-11	12	6
2012-04-12	12	6
2012-04-13	12	6
2012-04-14	12	18
2012-04-15	12	19
2012-04-16	12	7
2012-04-17	12	7
2012-04-18	12	7
2012-04-19	12	7
2012-04-20	12	7
2012-04-21	12	19
2012-04-22	12	19
2012-04-23	12	7
2012-04-24	12	7
2012-04-25	12	7
2012-04-26	12	7
2012-04-27	12	7
2012-04-28	12	7
2012-04-29	12	19
2012-04-30	12	19
2012-05-01	12	19
2012-05-02	12	7
2012-05-03	12	7
2012-05-04	12	7
2012-05-05	12	7
2012-05-06	12	19
2012-05-07	12	7
2012-05-08	12	7
2012-05-09	12	7
2012-05-10	12	7
2012-05-11	12	7
2012-05-12	12	19
2012-05-13	12	19
2012-05-14	12	7
2012-05-15	12	8
2012-05-16	12	8
2012-05-17	12	8
2012-05-18	12	8
2012-05-19	12	20
2012-05-20	12	20
2012-05-21	12	8
2012-05-22	12	8
2012-05-23	12	8
2012-05-24	12	8
2012-05-25	12	8
2012-05-26	12	20
2012-05-27	12	20
2012-05-28	12	8
2012-05-29	12	8
2012-05-30	12	8
2012-05-31	12	8
2012-06-01	12	8
2012-06-02	12	20
2012-06-03	12	20
2012-06-04	12	8
2012-06-05	12	8
2012-06-06	12	8
2012-06-07	12	8
2012-06-08	12	8
2012-06-09	12	8
2012-06-10	12	20
2012-06-11	12	20
2012-06-12	12	20
2012-06-13	12	8
2012-06-14	12	8
2012-06-15	12	8
2012-06-16	12	20
2012-06-17	12	20
2012-06-18	12	8
2012-06-19	12	8
2012-06-20	12	8
2012-06-21	12	8
2012-06-22	12	8
2012-06-23	12	20
2012-06-24	12	20
2012-06-25	12	8
2012-06-26	12	8
2012-06-27	12	8
2012-06-28	12	8
2012-06-29	12	8
2012-06-30	12	20
2012-07-01	12	22
2012-07-02	12	10
2012-07-03	12	10
2012-07-04	12	10
2012-07-05	12	10
2012-07-06	12	10
2012-07-07	12	22
2012-07-08	12	22
2012-07-09	12	10
2012-07-10	12	10
2012-07-11	12	10
2012-07-12	12	10
2012-07-13	12	10
2012-07-14	12	22
2012-07-15	12	22
2012-07-16	12	10
2012-07-17	12	10
2012-07-18	12	10
2012-07-19	12	10
2012-07-20	12	10
2012-07-21	12	22
2012-07-22	12	22
2012-07-23	12	10
2012-07-24	12	10
2012-07-25	12	10
2012-07-26	12	10
2012-07-27	12	10
2012-07-28	12	22
2012-07-29	12	22
2012-07-30	12	10
2012-07-31	12	10
2012-08-01	12	10
2012-08-02	12	10
2012-08-03	12	10
2012-08-04	12	22
2012-08-05	12	22
2012-08-06	12	10
2012-08-07	12	10
2012-08-08	12	10
2012-08-09	12	10
2012-08-10	12	10
2012-08-11	12	22
2012-08-12	12	22
2012-08-13	12	10
2012-08-14	12	10
2012-08-15	12	10
2012-08-16	12	10
2012-08-17	12	10
2012-08-18	12	22
2012-08-19	12	22
2012-08-20	12	10
2012-08-21	12	10
2012-08-22	12	10
2012-08-23	12	10
2012-08-24	12	10
2012-08-25	12	22
2012-08-26	12	22
2012-08-27	12	10
2012-08-28	12	10
2012-08-29	12	10
2012-08-30	12	10
2012-08-31	12	10
2012-09-01	12	24
2012-09-02	12	24
2012-09-03	12	12
2012-09-04	12	12
2012-09-05	12	12
2012-09-06	12	12
2012-09-07	12	12
2012-09-08	12	24
2012-09-09	12	24
2012-09-10	12	12
2012-09-11	12	12
2012-09-12	12	12
2012-09-13	12	12
2012-09-14	12	12
2012-09-15	12	24
2012-09-16	12	24
2012-09-17	12	12
2012-09-18	12	12
2012-09-19	12	12
2012-09-20	12	12
2012-09-21	12	12
2012-09-22	12	24
2012-09-23	12	24
2012-09-24	12	12
2012-09-25	12	12
2012-09-26	12	12
2012-09-27	12	12
2012-09-28	12	12
2012-09-29	12	24
2012-09-30	12	24
2012-10-01	12	12
2012-10-02	12	12
2012-10-03	12	12
2012-10-04	12	12
2012-10-05	12	12
2012-10-06	12	24
2012-10-07	12	24
2012-10-08	12	12
2012-10-09	12	12
2012-10-10	12	12
2012-10-11	12	12
2012-10-12	12	12
2012-10-13	12	24
2012-10-14	12	24
2012-10-15	12	12
2012-10-16	12	12
2012-10-17	12	6
2012-10-18	12	6
2012-10-19	12	6
2012-10-20	12	18
2012-10-21	12	18
2012-10-22	12	6
2012-10-23	12	6
2012-10-24	12	6
2012-10-25	12	6
2012-10-26	12	6
2012-10-27	12	18
2012-10-28	12	18
2012-10-29	12	6
2012-10-30	12	6
2012-10-31	12	6
2012-11-01	12	6
2012-11-02	12	6
2012-11-03	12	18
2012-11-04	12	18
2012-11-05	12	18
2012-11-06	12	6
2012-11-07	12	6
2012-11-08	12	6
2012-11-09	12	6
2012-11-10	12	17
2012-11-11	12	17
2012-11-12	12	5
2012-11-13	12	6
2012-11-14	12	6
2012-11-15	12	6
2012-11-16	12	6
2012-11-17	12	17
2012-11-18	12	17
2012-11-19	12	5
2012-11-20	12	6
2012-11-21	12	6
2012-11-22	12	6
2012-11-23	12	6
2012-11-24	12	17
2012-11-25	12	17
2012-11-26	12	5
2012-11-27	12	5
2012-11-28	12	4
2012-11-29	12	4
2012-11-30	12	4
2012-12-01	12	16
2012-12-02	12	17
2012-12-03	12	5
2012-12-04	12	5
2012-12-05	12	5
2012-12-06	12	5
2012-12-07	12	5
2012-12-08	12	16
2012-12-09	12	16
2012-12-10	12	4
2012-12-11	12	3
2012-12-12	12	3
2012-12-13	12	3
2012-12-14	12	3
2012-12-15	12	14
2012-12-16	12	14
2012-12-17	12	2
2012-12-18	12	2
2012-12-19	12	1
2012-12-20	12	1
2012-12-21	12	1
2012-12-22	12	13
2012-12-23	12	13
2012-12-24	12	1
2012-12-25	12	2
2012-12-26	12	3
2012-12-27	12	4
2012-12-28	12	5
2012-12-29	12	4
2012-12-30	12	16
2012-12-31	12	16
2012-01-01	13	17
2012-01-02	13	16
2012-01-03	13	16
2012-01-04	13	16
2012-01-05	13	16
2012-01-06	13	17
2012-01-07	13	17
2012-01-08	13	17
2012-01-09	13	16
2012-01-10	13	4
2012-01-11	13	4
2012-01-12	13	4
2012-01-13	13	4
2012-01-14	13	16
2012-01-15	13	17
2012-01-16	13	4
2012-01-17	13	4
2012-01-18	13	4
2012-01-19	13	3
2012-01-20	13	3
2012-01-21	13	15
2012-01-22	13	15
2012-01-23	13	3
2012-01-24	13	2
2012-01-25	13	2
2012-01-26	13	2
2012-01-27	13	2
2012-01-28	13	14
2012-01-29	13	14
2012-01-30	13	2
2012-01-31	13	1
2012-02-01	13	1
2012-02-02	13	1
2012-02-03	13	1
2012-02-04	13	14
2012-02-05	13	14
2012-02-06	13	2
2012-02-07	13	2
2012-02-08	13	2
2012-02-09	13	2
2012-02-10	13	2
2012-02-11	13	14
2012-02-12	13	14
2012-02-13	13	2
2012-02-14	13	2
2012-02-15	13	3
2012-02-16	13	3
2012-02-17	13	3
2012-02-18	13	15
2012-02-19	13	15
2012-02-20	13	3
2012-02-21	13	4
2012-02-22	13	4
2012-02-23	13	16
2012-02-24	13	5
2012-02-25	13	17
2012-02-26	13	16
2012-02-27	13	4
2012-02-28	13	4
2012-02-29	13	4
2012-03-01	13	5
2012-03-02	13	5
2012-03-03	13	17
2012-03-04	13	17
2012-03-05	13	4
2012-03-06	13	4
2012-03-07	13	4
2012-03-08	13	16
2012-03-09	13	16
2012-03-10	13	16
2012-03-11	13	4
2012-03-12	13	4
2012-03-13	13	4
2012-03-14	13	5
2012-03-15	13	4
2012-03-16	13	4
2012-03-17	13	17
2012-03-18	13	17
2012-03-19	13	5
2012-03-20	13	6
2012-03-21	13	6
2012-03-22	13	5
2012-03-23	13	5
2012-03-24	13	17
2012-03-25	13	17
2012-03-26	13	5
2012-03-27	13	5
2012-03-28	13	5
2012-03-29	13	5
2012-03-30	13	5
2012-03-31	13	18
2012-04-01	13	18
2012-04-02	13	6
2012-04-03	13	6
2012-04-04	13	6
2012-04-05	13	6
2012-04-06	13	6
2012-04-07	13	18
2012-04-08	13	18
2012-04-09	13	6
2012-04-10	13	6
2012-04-11	13	6
2012-04-12	13	6
2012-04-13	13	6
2012-04-14	13	18
2012-04-15	13	19
2012-04-16	13	7
2012-04-17	13	7
2012-04-18	13	7
2012-04-19	13	7
2012-04-20	13	7
2012-04-21	13	19
2012-04-22	13	19
2012-04-23	13	7
2012-04-24	13	7
2012-04-25	13	7
2012-04-26	13	7
2012-04-27	13	7
2012-04-28	13	7
2012-04-29	13	19
2012-04-30	13	19
2012-05-01	13	19
2012-05-02	13	7
2012-05-03	13	7
2012-05-04	13	7
2012-05-05	13	7
2012-05-06	13	19
2012-05-07	13	7
2012-05-08	13	7
2012-05-09	13	7
2012-05-10	13	7
2012-05-11	13	7
2012-05-12	13	19
2012-05-13	13	19
2012-05-14	13	7
2012-05-15	13	8
2012-05-16	13	8
2012-05-17	13	8
2012-05-18	13	8
2012-05-19	13	20
2012-05-20	13	20
2012-05-21	13	8
2012-05-22	13	8
2012-05-23	13	8
2012-05-24	13	8
2012-05-25	13	8
2012-05-26	13	20
2012-05-27	13	20
2012-05-28	13	8
2012-05-29	13	8
2012-05-30	13	8
2012-05-31	13	8
2012-06-01	13	8
2012-06-02	13	20
2012-06-03	13	20
2012-06-04	13	8
2012-06-05	13	8
2012-06-06	13	8
2012-06-07	13	8
2012-06-08	13	8
2012-06-09	13	8
2012-06-10	13	20
2012-06-11	13	20
2012-06-12	13	20
2012-06-13	13	8
2012-06-14	13	8
2012-06-15	13	8
2012-06-16	13	20
2012-06-17	13	20
2012-06-18	13	8
2012-06-19	13	8
2012-06-20	13	8
2012-06-21	13	8
2012-06-22	13	8
2012-06-23	13	20
2012-06-24	13	20
2012-06-25	13	8
2012-06-26	13	8
2012-06-27	13	8
2012-06-28	13	8
2012-06-29	13	8
2012-06-30	13	20
2012-07-01	13	22
2012-07-02	13	10
2012-07-03	13	10
2012-07-04	13	10
2012-07-05	13	10
2012-07-06	13	10
2012-07-07	13	22
2012-07-08	13	22
2012-07-09	13	10
2012-07-10	13	10
2012-07-11	13	10
2012-07-12	13	10
2012-07-13	13	10
2012-07-14	13	22
2012-07-15	13	22
2012-07-16	13	10
2012-07-17	13	10
2012-07-18	13	10
2012-07-19	13	10
2012-07-20	13	10
2012-07-21	13	22
2012-07-22	13	22
2012-07-23	13	10
2012-07-24	13	10
2012-07-25	13	10
2012-07-26	13	10
2012-07-27	13	10
2012-07-28	13	22
2012-07-29	13	22
2012-07-30	13	10
2012-07-31	13	10
2012-08-01	13	10
2012-08-02	13	10
2012-08-03	13	10
2012-08-04	13	22
2012-08-05	13	22
2012-08-06	13	10
2012-08-07	13	10
2012-08-08	13	10
2012-08-09	13	10
2012-08-10	13	10
2012-08-11	13	22
2012-08-12	13	22
2012-08-13	13	10
2012-08-14	13	10
2012-08-15	13	10
2012-08-16	13	10
2012-08-17	13	10
2012-08-18	13	22
2012-08-19	13	22
2012-08-20	13	10
2012-08-21	13	10
2012-08-22	13	10
2012-08-23	13	10
2012-08-24	13	10
2012-08-25	13	22
2012-08-26	13	22
2012-08-27	13	10
2012-08-28	13	10
2012-08-29	13	10
2012-08-30	13	10
2012-08-31	13	10
2012-09-01	13	24
2012-09-02	13	24
2012-09-03	13	12
2012-09-04	13	12
2012-09-05	13	12
2012-09-06	13	12
2012-09-07	13	12
2012-09-08	13	24
2012-09-09	13	24
2012-09-10	13	12
2012-09-11	13	12
2012-09-12	13	12
2012-09-13	13	12
2012-09-14	13	12
2012-09-15	13	24
2012-09-16	13	24
2012-09-17	13	12
2012-09-18	13	12
2012-09-19	13	12
2012-09-20	13	12
2012-09-21	13	12
2012-09-22	13	24
2012-09-23	13	24
2012-09-24	13	12
2012-09-25	13	12
2012-09-26	13	12
2012-09-27	13	12
2012-09-28	13	12
2012-09-29	13	24
2012-09-30	13	24
2012-10-01	13	12
2012-10-02	13	12
2012-10-03	13	12
2012-10-04	13	12
2012-10-05	13	12
2012-10-06	13	24
2012-10-07	13	24
2012-10-08	13	12
2012-10-09	13	12
2012-10-10	13	12
2012-10-11	13	12
2012-10-12	13	12
2012-10-13	13	24
2012-10-14	13	24
2012-10-15	13	12
2012-10-16	13	12
2012-10-17	13	6
2012-10-18	13	6
2012-10-19	13	6
2012-10-20	13	18
2012-10-21	13	18
2012-10-22	13	6
2012-10-23	13	6
2012-10-24	13	6
2012-10-25	13	6
2012-10-26	13	6
2012-10-27	13	18
2012-10-28	13	18
2012-10-29	13	6
2012-10-30	13	6
2012-10-31	13	6
2012-11-01	13	6
2012-11-02	13	6
2012-11-03	13	18
2012-11-04	13	18
2012-11-05	13	18
2012-11-06	13	6
2012-11-07	13	6
2012-11-08	13	6
2012-11-09	13	6
2012-11-10	13	17
2012-11-11	13	17
2012-11-12	13	5
2012-11-13	13	6
2012-11-14	13	6
2012-11-15	13	6
2012-11-16	13	6
2012-11-17	13	17
2012-11-18	13	17
2012-11-19	13	5
2012-11-20	13	6
2012-11-21	13	6
2012-11-22	13	6
2012-11-23	13	6
2012-11-24	13	17
2012-11-25	13	17
2012-11-26	13	5
